,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.00,6.83,15.0,18.86,26.05,32.5,40.49,87.43,28.1,15.65,17.03,18.43,18.41
Expenses,0.01,12.81,20.26,23.57,28.16,32.18,41.73,78.95,37.8,16.13,16.28,27.45,21.62
Operating Profit,-0.01,-5.98,-5.26,-4.71,-2.11,0.32,-1.24,8.48,-9.7,-0.48,0.75,-9.02,-3.21
OPM %,,-87.55,-35.07,-24.97,-8.1,0.98,-3.06,9.7,-34.52,-3.07,4.4,-48.94,-17.44
Other Income,0.00,6.64,0.11,8.03,6.04,6.05,3.74,3.94,5.09,5.58,2.94,20.78,16.81
Interest,0.00,0.94,3.55,4.74,5.35,5.35,6.15,7.72,8.65,7.8,1.8,1.39,1.00
Depreciation,0.00,3.42,5.14,4.97,4.26,4.75,3.7,4.21,5.72,5.67,4.57,4.85,4.93
Profit before tax,-0.01,-3.7,-13.84,-6.39,-5.68,-3.73,-7.35,0.49,-18.98,-8.37,-2.68,5.52,7.67
Tax %,0.00,76.22,0.58,10.95,0.0,0.0,0.0,0.0,0.0,-0.12,0.0,0.18,
Net Profit,-0.01,-0.89,-13.77,-5.69,-5.67,-3.73,-7.35,0.49,-18.97,-8.38,-2.68,5.5,7.66
EPS in Rs,,-0.55,-8.58,-3.54,-3.53,-2.31,-4.56,0.31,-11.81,-5.22,-1.67,3.43,4.77
