,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-21,8,3,1,18,8,-27,49,48,4,7,13
Cash from Investing Activity,0,-17,-14,-15,0,-6,-13,-38,-39,-21,-17,-59
Cash from Financing Activity,8,8,10,13,-17,-2,43,-12,-9,15,12,46
Net Cash Flow,-12,0,-2,-1,1,0,3,-1,0,-2,2,0
