,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,46.37,46.4,46.4,46.4,46.4,46.57,46.57,46.58,46.58,46.58,46.58,46.58
FIIs,0.0,0.0,0.02,0.12,0.24,0.36,0.43,0.58,0.54,0.5,0.47,0.39
DIIs,16.5,15.64,10.65,8.15,4.49,3.65,3.49,1.93,1.91,1.54,1.54,2.02
Public,37.13,37.96,42.93,45.33,48.87,49.42,49.5,50.92,50.97,51.38,51.41,51.02
No. of Shareholders,11380.0,12057.0,15898.0,18992.0,18066.0,18576.0,17085.0,15328.0,14844.0,14364.0,14101.0,14236.0
