,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,192.0,171.0,81.0,71.0,58.0,62.0,50.0,44.0,42.0,49.0,81.0,83.0,80.0
Expenses,190.0,166.0,80.0,70.0,56.0,59.0,46.0,41.0,38.0,46.0,76.0,79.0,77.0
Operating Profit,3.0,5.0,1.0,2.0,2.0,3.0,4.0,3.0,5.0,3.0,4.0,4.0,4.0
OPM %,1.0,3.0,1.0,3.0,4.0,5.0,7.0,7.0,11.0,7.0,6.0,4.0,4.0
Other Income,0.0,0.0,-23.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,20.0
Interest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0
Depreciation,1.0,2.0,18.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
Profit before tax,1.0,3.0,-40.0,0.0,0.0,1.0,3.0,3.0,4.0,3.0,3.0,2.0,21.0
Tax %,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Profit,1.0,3.0,-40.0,0.0,0.0,1.0,3.0,3.0,4.0,3.0,3.0,2.0,21.0
EPS in Rs,0.54,1.34,-17.07,0.19,0.21,0.64,1.08,1.14,1.82,1.14,1.12,0.87,9.15
