,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,60.46,60.46,60.46,60.46,60.46,60.46,60.46,60.46
Public,39.54,39.54,39.54,39.54,39.54,39.54,39.54,39.54
No. of Shareholders,1372.0,1326.0,1324.0,1323.0,1322.0,1341.0,1346.0,1335.0
