,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,7.84,7.84,7.84,7.84,7.84,7.84,7.84,7.84,7.84,7.84,7.84,7.84,7.84
Reserves,-2.46,0.5,0.2,0.26,-2.32,-11.52,-16.3,-18.65,-14.47,-17.59,-19.4,-20.48,-20.7
Borrowings,8.65,8.55,10.49,10.15,10.39,13.85,17.19,16.85,11.72,14.23,11.83,10.78,10.76
Other Liabilities,3.43,4.64,5.59,3.84,4.91,5.1,8.86,9.94,8.76,6.55,7.2,5.54,5.5600000000000005
Total Liabilities,17.46,21.53,24.12,22.09,20.82,15.27,17.59,15.98,13.85,11.03,7.47,3.68,3.46
Fixed Assets,6.68,6.25,6.9,6.06,5.36,5.13,6.59,5.71,5.0,3.65,1.3,0.14,0.11
CWIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Assets,10.78,15.28,17.22,16.03,15.46,10.14,11.0,10.27,8.85,7.38,6.17,3.54,3.35
Total Assets,17.46,21.53,24.12,22.09,20.82,15.27,17.59,15.98,13.85,11.03,7.47,3.68,3.46
