,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,7,7,7,7,7,7,7
Reserves,169,179,185,216,260,284,305
Borrowings,96,3,61,67,10,49,15
Other Liabilities,104,147,151,58,74,81,67
Total Liabilities,375,335,403,348,350,420,394
Fixed Assets,69,68,99,88,77,72,61
CWIP,6,28,3,0,5,7,14
Investments,7,17,11,25,52,129,174
Other Assets,295,223,291,235,216,212,145
Total Assets,375,335,403,348,350,420,394
