,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-3,,-4,112,34,17
Cash from Investing Activity,-29,,-49,-17,-92,-101
Cash from Financing Activity,14,,54,-80,39,107
Net Cash Flow,-19,,0,14,-19,22
