,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,70.0,72,82,75,81,80
Inventory Days,,,,,,
Days Payable,,,,,,
Cash Conversion Cycle,70.0,72,82,75,81,80
Working Capital Days,53.0,56,57,25,26,14
ROCE %,,17,17,13,15,12
