,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,53,53,53,53,53,53,67
Reserves,114,145,178,200,236,275,664
Borrowings,15,27,89,11,58,181,221
Other Liabilities,138,160,214,224,264,405,657
Total Liabilities,321,385,533,489,611,914,1609
Fixed Assets,11,13,12,9,23,36,58
CWIP,0,0,0,0,2,0,0
Investments,25,25,93,93,167,378,389
Other Assets,285,347,428,387,419,499,1162
Total Assets,321,385,533,489,611,914,1609
