,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Sales,818,945,1094,1005,1071,1309
Expenses,777,906,1042,966,1033,1269
Operating Profit,41,39,51,39,38,39
OPM %,5,4,5,4,4,3
Other Income,3,2,1,5,9,26
Interest,1,3,10,6,4,12
Depreciation,5,7,7,6,6,15
Profit before tax,37,31,36,32,37,38
Tax %,7,5,9,3,-1,14
Net Profit,34,30,33,31,37,32
EPS in Rs,,,,,,
