,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,132.77,149.41,206.62,145.51,148.55
Inventory Days,84.55,176.44,194.32,97.11,103.93
Days Payable,259.44,326.95,345.83,221.83,203.71
Cash Conversion Cycle,-42.12,-1.11,55.1,20.79,48.78
Working Capital Days,-47.65,67.5,100.16,17.78,50.41
ROCE %,,40.98,44.09,31.4,50.0
