,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,52.69,40.96,40.81,15.43
FIIs,14.65,28.76,27.51,29.92
DIIs,5.62,7.69,9.92,22.21
Public,27.03,22.6,21.76,32.43
No. of Shareholders,288440.0,289568.0,244855.0,243318.0
