,2021-03-01,2022-03-01,2023-03-01
Debtor Days,3.0,3,3
Inventory Days,18.0,15,16
Days Payable,226.0,152,133
Cash Conversion Cycle,-205.0,-134,-114
Working Capital Days,-304.0,-78,-60
ROCE %,,-8,-7
