,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-52,-158,-256,300,-174,70,194,168,-63,-68,-52,-148
Cash from Investing Activity,-57,-27,-195,42,106,141,-180,288,88,110,123,26
Cash from Financing Activity,14,176,386,-336,139,-255,-40,-370,-67,-20,12,-27
Net Cash Flow,-96,-10,-65,6,72,-44,-25,85,-42,23,83,-149
