,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,50.69,73.00,31.47,58.40,0.00,0.00,0.00,0.00
Inventory Days,,,97.33,,0.00,,,0.00
Days Payable,,,0.0,,,,,
Cash Conversion Cycle,50.69,73.00,128.8,58.40,0.00,0.00,0.00,0.00
Working Capital Days,2899.72,3168.20,1201.98,365.00,409.24,696.82,1940.26,49.32
ROCE %,,-1.39,0.69,-2.74,-8.35,4.45,20.56,-4.64
