,2022-06-01,2022-09-01,2023-03-01,2023-06-01,2023-09-01
Sales,0.0,0.0,0.00,263.28,260.03
Expenses,0.0,0.0,0.01,246.98,239.58
Operating Profit,0.0,0.0,-0.01,16.3,20.45
OPM %,,,,6.19,7.86
Other Income,0.0,0.0,0.00,1.47,1.15
Interest,0.0,0.0,0.00,1.6,1.74
Depreciation,0.0,0.0,0.00,10.53,11.49
Profit before tax,0.0,0.0,-0.01,5.64,8.37
Tax %,,,0.00,26.24,26.52
Net Profit,0.0,0.0,-0.01,4.16,6.15
EPS in Rs,,,,0.44,0.64
