,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,0.01,0.01,0.01,19.12
Reserves,-0.01,-0.01,-0.01,1350.47
Borrowings,0.0,0.0,0.0,67.13
Other Liabilities,0.0,0.0,0.01,179.02
Total Liabilities,0.0,0.0,0.01,1615.74
Fixed Assets,0.0,0.0,0.0,1018.52
CWIP,0.0,0.0,0.0,56.44
Investments,0.0,0.0,0.0,49.49
Other Assets,0.0,0.0,0.01,491.29
Total Assets,0.0,0.0,0.01,1615.74
