,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,11.82,11.83,13.72,16.86,26.87,32.23,30.27,54.34,29.01,45.63,61.76,62.62,68.10
Expenses,11.79,11.78,13.78,16.77,26.44,31.64,29.97,53.56,28.61,45.14,61.03,61.42,66.70
Operating Profit,0.03,0.05,-0.06,0.09,0.43,0.59,0.3,0.78,0.4,0.49,0.73,1.2,1.40
OPM %,0.25,0.42,-0.44,0.53,1.6,1.83,0.99,1.44,1.38,1.07,1.18,1.92,2.06
Other Income,-0.0,-0.0,0.11,0.09,-0.03,-0.0,0.03,0.03,-0.0,-0.0,-0.0,-0.0,0.00
Interest,-0.0,-0.0,-0.0,0.02,0.22,0.44,0.13,0.06,0.06,0.06,0.27,0.73,0.91
Depreciation,0.02,0.02,0.02,0.01,0.02,0.02,0.06,0.1,0.1,0.1,0.1,0.1,0.10
Profit before tax,0.01,0.03,0.03,0.15,0.16,0.13,0.14,0.65,0.24,0.33,0.36,0.37,0.39
Tax %,500.0,66.67,233.33,26.67,31.25,30.77,28.57,32.31,33.33,24.24,25.0,18.92,
Net Profit,-0.04,0.01,-0.04,0.11,0.11,0.09,0.1,0.44,0.17,0.25,0.26,0.29,0.31
EPS in Rs,-0.08,0.02,-0.08,0.22,0.22,0.18,0.2,0.87,0.34,0.49,0.51,0.57,0.62
