,2022-03-01,2022-09-01,2023-03-01,2023-09-01
Sales,12.32,12.0,13.11,14.57
Expenses,12.09,10.61,13.43,13.58
Operating Profit,0.23,1.39,-0.32,0.99
OPM %,1.87,11.58,-2.44,6.79
Other Income,0.21,0.08,0.28,0.03
Interest,0.21,0.21,0.28,0.14
Depreciation,0.34,0.07,0.34,0.23
Profit before tax,-0.11,1.19,-0.66,0.65
Tax %,18.18,0.0,-31.82,29.23
Net Profit,-0.09,1.18,-0.87,0.47
EPS in Rs,-0.47,6.15,-3.92,2.12
