,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,1.73,1.64,2.16,1.45,1.68,2.41,2.26,1.46,1.3,1.76,1.45,0.00,0.00
Expenses,1.76,1.41,2.18,1.67,1.7,2.38,2.46,1.57,1.5,1.88,1.58,0.04,0.14
Operating Profit,-0.03,0.23,-0.02,-0.22,-0.02,0.03,-0.2,-0.11,-0.2,-0.12,-0.13,-0.04,-0.14
OPM %,-1.73,14.02,-0.93,-15.17,-1.19,1.24,-8.85,-7.53,-15.38,-6.82,-8.97,,
Other Income,0.02,0.01,0.06,0.0,0.01,0.03,1.29,0.03,0.0,0.03,0.0,0.00,0.02
Interest,0.2,0.11,0.1,0.11,0.1,0.11,0.1,0.1,0.13,0.13,0.07,0.04,0.03
Depreciation,0.19,0.2,0.21,0.21,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.00
Profit before tax,-0.4,-0.07,-0.27,-0.54,-0.33,-0.27,0.78,-0.39,-0.54,-0.43,-0.41,-0.29,-0.15
Tax %,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.2,0.00,100.00
Net Profit,-0.4,-0.07,-0.27,-0.54,-0.32,-0.27,0.77,-0.39,-0.54,-0.44,-0.36,-0.29,0.01
EPS in Rs,-0.65,-0.11,-0.44,-0.88,-0.52,-0.44,1.25,-0.63,-0.88,-0.72,-0.59,-0.47,0.02
