,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,73.59,73.59,73.24,73.24,73.24,73.24,73.24
Public,26.41,26.41,26.76,26.76,26.76,26.75,26.76
No. of Shareholders,52.0,51.0,59.0,58.0,103.0,258.0,343.0
