,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,,,,9,0,-4,13,27,10,16
Cash from Investing Activity,,,,-1,-9,-20,-4,-6,-14,-15
Cash from Financing Activity,,,,-5,2,26,-11,-22,4,-1
Net Cash Flow,,,,3,-7,2,-2,0,0,0
