,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,61.88,62.2,63.28,63.71,63.71,63.71
FIIs,0.33,0.33,0.25,0.2,0.04,0.04
Public,37.79,37.47,36.48,36.09,36.25,36.25
No. of Shareholders,881.0,896.0,948.0,967.0,1049.0,1236.0
