,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-4,-13,-29,1,-17,-2,-26,13,6,8,9
Cash from Investing Activity,16,1,2,-4,5,5,2,1,-1,2,1
Cash from Financing Activity,-12,16,37,21,0,22,20,-35,7,2,-13
Net Cash Flow,0,3,10,18,-12,25,-4,-21,13,12,-3
