,2013-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,56.0,38.0,52,66,69,93,113,149,124,87
Inventory Days,88.0,138.0,159,190,249,250,226,488,290,186
Days Payable,24.0,37.0,22,46,81,106,87,95,93,66
Cash Conversion Cycle,120.0,139.0,189,209,236,237,252,542,321,207
Working Capital Days,73.0,116.0,123,145,168,180,199,379,245,160
ROCE %,,,9,9,10,8,7,6,5,8
