,2013-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,,-2,-6,3,7,-3,6,0,10,14
Cash from Investing Activity,,-8,1,-1,-15,0,2,0,0,-17
Cash from Financing Activity,,9,7,-3,9,4,-7,0,-10,-1
Net Cash Flow,,0,1,-1,1,1,1,0,0,-4
