,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,73.58,73.58,73.58,73.58,73.58,73.58,73.58
Public,26.42,26.42,26.42,26.42,26.42,26.43,26.41
No. of Shareholders,236.0,216.0,205.0,190.0,184.0,448.0,518.0
