,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2021-06-01
Promoters,74.94,74.94,74.94,74.94,74.94,74.94
FIIs,0.39,0.46,0.0,0.0,0.0,0.0
DIIs,0.59,0.59,0.59,4.13,0.02,0.02
Public,24.08,24.01,24.47,20.93,25.04,25.04
No. of Shareholders,2519.0,2180.0,2159.0,2176.0,2181.0,2217.0
