,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,40.21,40.21,40.21,40.21,40.21,40.21,20.28,20.28,20.28,20.75
Public,59.79,59.79,59.79,59.79,59.79,59.78,79.71,79.72,79.72,79.24
No. of Shareholders,364.0,346.0,337.0,326.0,317.0,317.0,408.0,405.0,400.0,365.0
