,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,24.46,24.46,24.46,24.46,24.46,24.46,24.46,24.46,24.46,24.46,24.46,48.46,48.84
Reserves,32.34,31.53,30.97,30.65,30.48,31.47,6.88,1.81,-4.82,-7.99,-10.25,-19.25,-20.69
Borrowings,10.29,5.42,4.96,3.79,3.12,8.35,16.1,19.36,23.02,43.25,42.94,40.42,44.44
Other Liabilities,36.22,16.84,14.74,15.73,15.83,20.56,20.02,22.15,19.21,34.74,45.6,36.57,28.04
Total Liabilities,103.31,78.25,75.13,74.63,73.89,84.84,67.46,67.78,61.87,94.46,102.75,106.2,100.63
Fixed Assets,7.99,8.65,8.0,7.29,7.04,6.77,16.61,16.29,16.85,16.31,15.8,15.26,15.06
CWIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investments,2.11,2.08,29.09,23.24,24.15,20.01,0.89,0.68,0.7000000000000001,0.13,0.14,0.15,0.17
Other Assets,93.21,67.52,38.04,44.1,42.7,58.06,49.96,50.81,44.32,78.02,86.81,90.79,85.4
Total Assets,103.31,78.25,75.13,74.63,73.89,84.84,67.46,67.78,61.87,94.46,102.75,106.2,100.63
