,2022-03-01,2023-03-01,2023-09-01
Equity Capital,3.11,4.22,4.22
Reserves,1.54,15.14,16.6
Borrowings,0.0,32.38,33.77
Other Liabilities,0.1,61.57,60.39
Total Liabilities,4.75,113.31,114.98
Fixed Assets,0.0,0.42,0.35
CWIP,0.0,0.0,0.0
Investments,0.0,0.2,0.07
Other Assets,4.75,112.69,114.56
Total Assets,4.75,113.31,114.98
