,2022-09-01,2023-09-01
Sales,100.0,140.0
Expenses,89.0,120.0
Operating Profit,12.0,20.0
OPM %,12.0,14.0
Other Income,1.0,0.0
Interest,7.0,9.0
Depreciation,4.0,3.0
Profit before tax,2.0,8.0
Tax %,0.0,28.0
Net Profit,2.0,6.0
EPS in Rs,0.91,2.43
