,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,1.25,1.59,2.89,2.5,2.34,2.94,2.91,2.08,3.19,2.66,3.68,3.78,5.2
Expenses,0.99,1.25,2.15,1.92,2.07,2.34,2.37,1.68,2.38,2.15,3.48,3.31,4.66
Operating Profit,0.26,0.34,0.74,0.58,0.27,0.6,0.54,0.4,0.81,0.51,0.2,0.47,0.54
OPM %,20.8,21.38,25.61,23.2,11.54,20.41,18.56,19.23,25.39,19.17,5.43,12.43,10.38
Other Income,0.09,0.08,0.12,0.05,0.31,0.03,0.12,0.06,0.07,0.06,0.15,0.11,0.15
Interest,0.01,0.01,0.04,0.03,0.02,0.01,0.03,0.03,0.01,0.01,0.07,0.02,0.02
Depreciation,0.25,0.27,0.29,0.26,0.3,0.34,0.36,0.3,0.31,0.32,0.32,0.25,0.25
Profit before tax,0.09,0.14,0.53,0.34,0.26,0.28,0.27,0.13,0.56,0.24,-0.04,0.31,0.42
Tax %,0.0,0.0,30.19,0.0,0.0,0.0,7.41,0.0,0.0,0.0,-700.0,0.0,0.0
Net Profit,0.09,0.13,0.37,0.34,0.26,0.27,0.25,0.13,0.56,0.24,-0.32,0.31,0.42
EPS in Rs,0.19,0.27,0.78,0.71,0.55,0.57,0.52,0.27,1.18,0.5,-0.67,0.65,0.88
