,2022-03-01,2023-03-01,2023-09-01
Promoters,38.84,38.85,38.85
FIIs,8.91,19.41,14.24
DIIs,21.02,29.76,34.8
Public,31.23,11.99,12.1
No. of Shareholders,73664.0,60980.0,66957.0
