,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,133.0,121.0,187.0,69.0,138.0,167.0,160.0,106.0,110.0,92.0,97.0,84.0,76.0
Expenses,159.0,128.0,232.0,71.0,160.0,170.0,164.0,96.0,124.0,93.0,122.0,71.0,83.0
Operating Profit,-26.0,-7.0,-45.0,-2.0,-22.0,-4.0,-4.0,10.0,-14.0,-2.0,-25.0,14.0,-7.0
OPM %,-19.0,-6.0,-24.0,-3.0,-16.0,-2.0,-2.0,9.0,-12.0,-2.0,-26.0,16.0,-9.0
Other Income,-17.0,4.0,4.0,2.0,4.0,51.0,7.0,6.0,7.0,6.0,67.0,7.0,5.0
Interest,215.0,227.0,232.0,238.0,244.0,260.0,264.0,1186.0,636.0,668.0,673.0,721.0,744.0
Depreciation,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0
Profit before tax,-259.0,-232.0,-275.0,-240.0,-264.0,-214.0,-263.0,-1171.0,-644.0,-665.0,-633.0,-702.0,-747.0
Tax %,1.0,-0.0,-3.0,-0.0,-0.0,-0.0,-5.0,-0.0,0.0,0.0,1.0,-0.0,0.0
Net Profit,-256.0,-233.0,-329.0,-241.0,-264.0,-214.0,-307.0,-1172.0,-641.0,-663.0,-627.0,-703.0,-744.0
EPS in Rs,-0.97,-0.87,-1.25,-0.9,-1.0,-0.81,-1.16,-4.47,-2.07,-2.12,-2.0,-2.25,-2.4
