,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Sales,259.0,314.0,400.0,480.0
Expenses,241.0,284.0,358.0,430.0
Operating Profit,18.0,30.0,42.0,50.0
OPM %,7.0,10.0,11.0,10.0
Other Income,1.0,3.0,2.0,2.0
Interest,7.0,5.0,5.0,4.0
Depreciation,4.0,4.0,4.0,5.0
Profit before tax,8.0,23.0,35.0,43.0
Tax %,30.0,26.0,26.0,26.0
Net Profit,6.0,17.0,26.0,32.0
EPS in Rs,14.19,43.45,66.87,10.15
