,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,62.54,62.54,62.54,62.54,62.54,62.54,62.54,62.54,62.54,62.54,62.54,62.54
DIIs,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Public,37.45,37.45,37.45,37.45,37.45,37.45,37.45,37.46,37.46,37.46,37.47,37.46
No. of Shareholders,10206.0,10262.0,10305.0,10323.0,10333.0,10399.0,10568.0,10774.0,10478.0,10430.0,10516.0,10340.0
