,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,85.78,85.78,85.78,85.78,85.78,85.78,85.78,85.78,85.78,85.78,85.78,85.78
FIIs,0.19,0.55,0.8,0.69,0.53,0.45,0.47,0.46,0.53,0.67,0.77,0.86
DIIs,11.76,11.57,11.38,11.04,10.89,10.9,10.91,11.07,11.01,11.02,11.02,11.02
Public,2.27,2.09,2.04,2.49,2.79,2.87,2.84,2.68,2.67,2.53,2.42,2.34
No. of Shareholders,265278.0,252248.0,251850.0,266272.0,268883.0,273529.0,279723.0,267550.0,255094.0,248100.0,235668.0,226870.0
