,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Equity Capital,4,4,4,4
Reserves,0,1,1,3
Borrowings,6,6,10,13
Other Liabilities,5,2,2,7
Total Liabilities,15,13,16,27
Fixed Assets,4,3,3,4
CWIP,0,0,0,0
Investments,0,0,0,0
Other Assets,12,10,13,23
Total Assets,15,13,16,27
