,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,17.45,18.68,21.66,17.41,11.3,10.2,20.08,15.1,20.02,29.52,48.91,43.1,37.11
Expenses,17.87,19.66,25.54,18.27,12.38,10.57,17.21,13.75,18.08,26.68,46.39,40.65,35.26
Operating Profit,-0.42,-0.98,-3.88,-0.86,-1.08,-0.37,2.87,1.35,1.94,2.84,2.52,2.45,1.85
OPM %,-2.41,-5.25,-17.91,-4.94,-9.56,-3.63,14.29,8.94,9.69,9.62,5.15,5.68,4.99
Other Income,0.0,0.03,0.15,0.0,0.02,0.04,0.06,0.05,0.13,0.01,0.06,0.0,0.0
Interest,0.02,0.03,0.0,0.01,0.02,0.03,0.22,0.01,0.02,0.06,-0.04,0.1,0.03
Depreciation,0.57,0.57,0.65,0.62,0.63,0.63,0.69,0.68,0.71,0.71,0.59,0.68,0.7
Profit before tax,-1.01,-1.55,-4.38,-1.49,-1.71,-0.99,2.02,0.71,1.34,2.08,2.03,1.67,1.12
Tax %,0.0,0.0,39.95,0.0,0.0,0.0,-23.27,0.0,0.0,0.0,80.79,0.0,0.0
Net Profit,-1.01,-1.54,-2.63,-1.49,-1.71,-0.99,2.49,0.71,1.34,2.07,0.39,1.68,1.12
EPS in Rs,-0.38,-0.57,-0.98,-0.55,-0.59,-0.34,0.86,0.19,0.35,0.52,0.1,0.42,0.28
