,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,16,16,16,16,16,16,16,19,19,22,23,32,32.0
Reserves,-4,-3,-2,-6,-8,-10,-9,-8,-10,-16,-17,-10,-7.0
Preference Capital,1,1,1,1,1,1,1,1,1,1,0,0,
Borrowings,16,30,31,27,26,21,19,15,16,15,2,2,2.0
Other Liabilities,3,4,10,14,13,17,31,37,37,56,52,69,58.0
Total Liabilities,31,48,55,51,47,44,58,62,62,77,60,93,84.0
Fixed Assets,8,29,36,34,32,30,29,27,28,30,32,31,33.0
CWIP,14,4,0,1,1,1,0,0,1,1,0,0,0.0
Investments,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Other Assets,10,14,18,16,15,14,28,35,34,46,28,62,51.0
Total Assets,31,48,55,51,47,44,58,62,62,77,60,93,84.0
