,2022-06-01,2022-09-01,2023-03-01,2023-06-01,2023-09-01
Sales,201.0,221.0,242.0,243.0,263.0
Expenses,151.0,166.0,191.0,190.0,202.0
Operating Profit,49.0,55.0,52.0,53.0,61.0
OPM %,25.0,25.0,21.0,22.0,23.0
Other Income,2.0,3.0,1.0,4.0,3.0
Interest,10.0,10.0,11.0,12.0,12.0
Depreciation,9.0,10.0,10.0,11.0,11.0
Profit before tax,32.0,38.0,32.0,34.0,41.0
Tax %,5.0,29.0,51.0,-60.0,19.0
Net Profit,30.0,27.0,16.0,54.0,34.0
EPS in Rs,5.99,5.32,2.79,9.55,5.14
