,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Sales,463.0,486.0,733.0,893.0
Expenses,379.0,419.0,580.0,691.0
Operating Profit,84.0,67.0,153.0,201.0
OPM %,18.0,14.0,21.0,23.0
Other Income,0.0,4.0,4.0,8.0
Interest,26.0,39.0,44.0,42.0
Depreciation,26.0,31.0,36.0,39.0
Profit before tax,33.0,2.0,77.0,129.0
Tax %,10.0,248.0,34.0,43.0
Net Profit,30.0,-2.0,51.0,73.0
EPS in Rs,5.83,-0.45,10.05,12.9
