,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,74,123,137,176
Cash from Investing Activity,-43,-295,-84,-94
Cash from Financing Activity,-32,184,32,-51
Net Cash Flow,-1,12,85,31
