,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,51,51,51,57,66
Reserves,186,188,241,309,1015
Borrowings,272,426,495,469,3
Other Liabilities,94,124,122,151,142
Total Liabilities,603,789,909,986,1226
Fixed Assets,435,630,684,720,716
CWIP,10,26,27,29,39
Investments,2,7,3,2,2
Other Assets,156,126,195,235,470
Total Assets,603,789,909,986,1226
