,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-10,14,18,37,33,28,50,19,47,77,-7,115
Cash from Investing Activity,-50,-18,-18,5,-7,-9,-64,-172,-198,-39,-15,-76
Cash from Financing Activity,54,5,1,-41,-26,-18,12,153,151,-38,21,-39
Net Cash Flow,-7,0,1,1,-1,0,-1,0,0,1,-1,0
