,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Inventory Days,,,13.35,13.66,2.43,2.78,16.49,19.89,26.95,
Days Payable,,,0.0,0.0,2.78,1.39,8.8,1.17,0.0,
Cash Conversion Cycle,0.0,0.00,13.35,13.66,-0.35,1.39,7.7,18.72,26.95,
Working Capital Days,0.0,-35952.50,3.29,-17.38,-8.47,15.81,565.52,-2.02,-7.28,
ROCE %,,0.00,6.28,3.51,19.2,14.99,5.44,1.48,0.98,
