,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,7.37,6.17,7.34,5.33,7.21,7.37,10.14,8.24,8.68,7.84,9.78,8.88,8.0
Expenses,6.23,5.56,5.69,5.04,5.46,5.21,5.44,5.95,6.35,5.61,6.3,6.45,5.84
Operating Profit,1.14,0.61,1.65,0.29,1.75,2.16,4.7,2.29,2.33,2.23,3.48,2.43,2.16
OPM %,15.47,9.89,22.48,5.44,24.27,29.31,46.35,27.79,26.84,28.44,35.58,27.36,27.0
Other Income,0.05,0.21,0.03,0.09,0.0,0.0,0.02,0.0,0.02,0.1,2.26,0.0,0.0
Interest,0.7,0.68,0.85,0.86,0.83,0.76,0.76,0.75,0.87,0.93,0.94,0.82,0.74
Depreciation,1.09,1.14,1.26,1.36,1.37,1.36,1.35,1.4,1.31,1.36,1.42,1.39,1.41
Profit before tax,-0.6,-1.0,-0.43,-1.84,-0.45,0.04,2.61,0.14,0.17,0.04,3.38,0.22,0.01
Tax %,38.33,-8.0,9.3,16.3,-17.78,25.0,14.18,-107.14,64.71,425.0,11.54,-59.09,0.0
Net Profit,-0.38,-1.08,-0.39,-1.54,-0.53,0.03,2.24,0.3,0.06,-0.13,2.99,0.36,0.01
EPS in Rs,-0.55,-1.55,-0.56,-2.21,-0.76,0.04,3.22,0.43,0.09,-0.19,4.29,0.52,0.01
