,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,,,236.15,411.86,136.23,175.95
Inventory Days,,,97.97,54.32,152.91,163.87
Days Payable,,,70.23,52.87,10.76,5.02
Cash Conversion Cycle,,,263.89,413.31,278.37,334.79
Working Capital Days,,,9.58,328.03,395.74,592.45
ROCE %,,-3.33,24.16,18.53,26.9,7.18
