,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,,-163,4,-52,73,21,84,190
Cash from Investing Activity,,-9,-55,-261,-95,-185,-328,-206
Cash from Financing Activity,,167,52,324,0,198,257,61
Net Cash Flow,,-4,2,11,-23,35,13,46
