,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,196.0,219.0,433.0,206.0,229.0,396.0,405.0,250.0,270.0,435.0,635.0,668.0,897.0
Expenses,172.0,175.0,416.0,176.0,205.0,350.0,354.0,202.0,215.0,372.0,542.0,568.0,763.0
Operating Profit,24.0,44.0,16.0,30.0,24.0,46.0,50.0,48.0,55.0,63.0,92.0,100.0,134.0
OPM %,12.0,20.0,4.0,14.0,10.0,12.0,12.0,19.0,20.0,15.0,15.0,15.0,15.0
Other Income,1.0,1.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,8.0,6.0,7.0
Interest,55.0,56.0,53.0,61.0,65.0,59.0,68.0,75.0,76.0,78.0,84.0,77.0,79.0
Depreciation,6.0,6.0,6.0,6.0,6.0,10.0,11.0,13.0,13.0,13.0,18.0,21.0,18.0
Profit before tax,-36.0,-16.0,-38.0,-35.0,-45.0,-20.0,-27.0,-37.0,-31.0,-26.0,-3.0,8.0,44.0
Tax %,1.0,-17.0,6.0,-2.0,7.0,-8.0,-9.0,4.0,-7.0,-9.0,-265.0,173.0,44.0
Net Profit,-35.0,-19.0,-36.0,-36.0,-42.0,-21.0,-29.0,-36.0,-33.0,-29.0,-9.0,-6.0,25.0
EPS in Rs,-15.52,-10.79,-15.64,-15.8,-17.67,-9.6,-12.89,-15.16,-13.5,-13.2,-7.81,-5.81,1.6
