,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,410.0,453.0,372.0,373.0,447.0,716.0,462.0,427.0,510.0,932.0,656.0,431.0,600.0
Expenses,351.0,390.0,327.0,345.0,395.0,650.0,392.0,392.0,442.0,835.0,553.0,387.0,508.0
Operating Profit,59.0,63.0,45.0,28.0,52.0,65.0,70.0,35.0,68.0,98.0,103.0,44.0,92.0
OPM %,14.0,14.0,12.0,8.0,12.0,9.0,15.0,8.0,13.0,10.0,16.0,10.0,15.0
Other Income,1.0,5.0,3.0,1.0,1.0,1.0,2.0,34.0,2.0,2.0,2.0,1.0,2.0
Interest,10.0,10.0,9.0,8.0,7.0,8.0,9.0,13.0,13.0,13.0,10.0,10.0,7.0
Depreciation,17.0,17.0,16.0,15.0,15.0,15.0,22.0,18.0,19.0,19.0,18.0,14.0,14.0
Profit before tax,34.0,41.0,23.0,6.0,31.0,44.0,41.0,38.0,38.0,68.0,76.0,20.0,73.0
Tax %,24.0,23.0,4.0,12.0,32.0,33.0,41.0,33.0,29.0,40.0,35.0,33.0,33.0
Net Profit,26.0,32.0,22.0,5.0,21.0,30.0,24.0,26.0,27.0,41.0,50.0,14.0,49.0
EPS in Rs,20.38,25.46,17.42,4.02,16.84,23.56,19.36,20.49,21.48,32.58,39.81,10.84,38.92
