,2021-11-01,2022-03-01,2023-03-01
Debtor Days,590.95,261.0,232.54
Inventory Days,6045.31,395.69,189.75
Days Payable,1688.12,71.06,38.87
Cash Conversion Cycle,4948.14,585.62,383.41
Working Capital Days,1454.21,517.0,378.79
ROCE %,,,56.33
