,2021-11-01,2022-03-01,2023-03-01
Sales,0.63,3.65,11.38
Expenses,0.2,2.4,5.77
Operating Profit,0.43,1.25,5.61
OPM %,68.25,34.25,49.3
Other Income,0.0,0.22,-0.06
Interest,0.02,0.04,0.07
Depreciation,0.0,0.02,0.1
Profit before tax,0.41,1.41,5.38
Tax %,26.83,25.53,26.77
Net Profit,0.3,1.05,3.95
EPS in Rs,1.0,2.56,9.63
