,2021-11-01,2022-03-01,2023-03-01
Cash from Operating Activity,-2.19,-4.05,-2.54
Cash from Investing Activity,-0.22,-0.52,-0.03
Cash from Financing Activity,2.42,5.04,3.31
Net Cash Flow,0.01,0.47,0.74
