,2022-03-01,2022-09-01,2023-09-01
Sales,3.62,5.22,4.21
Expenses,2.39,2.42,1.66
Operating Profit,1.23,2.8,2.55
OPM %,33.98,53.64,60.57
Other Income,0.22,0.0,0.05
Interest,0.04,0.03,0.03
Depreciation,0.02,0.05,0.09
Profit before tax,1.39,2.72,2.48
Tax %,25.9,25.37,27.42
Net Profit,1.03,2.04,1.8
EPS in Rs,2.51,4.98,4.35
