,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,67.62,82.83,122.91,79.04,74.57,86.52,113.64,76.49,74.43,71.82,80.62,84.21,71.14
Expenses,52.34,67.38,117.61,57.8,65.77,78.78,114.77,66.62,66.45,62.22,81.61,81.65,68.57
Operating Profit,15.28,15.45,5.3,21.24,8.8,7.74,-1.13,9.87,7.98,9.6,-0.99,2.56,2.57
OPM %,22.6,18.65,4.31,26.87,11.8,8.95,-0.99,12.9,10.72,13.37,-1.23,3.04,3.61
Other Income,0.61,1.21,5.23,0.8,4.4,2.4,4.16,1.88,0.67,1.85,1.77,1.2,1.03
Interest,0.97,0.94,4.41,1.79,1.76,2.27,2.24,1.78,3.53,1.51,2.84,1.78,1.55
Depreciation,4.52,4.56,4.41,4.44,4.32,4.25,4.2,3.2,2.88,2.88,2.81,2.82,2.9
Profit before tax,10.4,11.16,1.71,15.81,7.12,3.62,-3.41,6.77,2.24,7.06,-4.87,-0.84,-0.85
Tax %,23.27,28.14,11.11,25.87,24.86,35.91,42.52,35.3,44.64,22.1,32.03,-17.86,-38.82
Net Profit,7.98,8.02,1.52,11.71,5.35,2.32,-1.95,4.39,1.23,5.49,-3.32,-0.99,-1.19
EPS in Rs,15.28,15.36,2.91,22.43,10.25,4.44,-3.73,8.41,2.36,10.52,-6.36,-1.9,-2.28
