,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,11,6,18,8,16,27,24,25,31,24,33,38
Cash from Investing Activity,-4,-5,-30,-42,-4,-6,-33,-23,-18,-10,-7,-13
Cash from Financing Activity,-7,-1,14,33,-12,-16,4,-2,-13,-13,-21,-32
Net Cash Flow,0,0,2,-1,0,5,-5,0,0,1,6,-6
