,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,324.44,,,,365.00,0.00,0.0,37.8,248.94,294.22,211.04,1368.03
Inventory Days,0.00,,,,0.00,,15.75,9.95,,,,
Days Payable,,,,,,,0.0,37.02,,,,
Cash Conversion Cycle,324.44,,,,365.00,0.00,15.75,10.73,248.94,294.22,211.04,1368.03
Working Capital Days,7421.67,,,,4461.11,5069.44,25.08,29.65,148.36,234.99,530.20,4256.42
ROCE %,-5.18,-5.04,-3.00,-0.61,-0.60,-3.17,0.47,4.01,-0.53,-1.31,-3.93,-0.79
