,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,10,10,10,10,10,10,10,10,10,10,10,11,15
Reserves,12,12,12,12,12,12,12,13,12,12,15,70,129
Borrowings,1,1,0,0,0,0,0,0,0,0,22,22,0
Other Liabilities,2,0,0,0,0,0,0,0,0,10,26,150,256
Total Liabilities,26,24,23,22,22,22,23,24,22,33,73,253,400
Fixed Assets,10,10,9,9,9,0,0,0,0,8,11,16,16
CWIP,0,0,0,0,0,0,0,0,0,0,0,0,0
Investments,5,5,1,1,0,0,10,12,8,0,0,2,28
Other Assets,11,9,12,12,13,22,13,11,14,25,62,235,357
Total Assets,26,24,23,22,22,22,23,24,22,33,73,253,400
