,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,32.62,32.62,32.62,32.62,32.62,35.8,35.8,35.79,36.4,36.4,36.4,37.64
Public,67.38,67.38,67.38,67.38,67.38,64.2,64.2,64.2,63.59,63.59,63.59,62.36
No. of Shareholders,473.0,501.0,503.0,518.0,556.0,603.0,631.0,666.0,671.0,693.0,702.0,702.0
