,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-18.72,-12.8,1.46,-16.39,-19.73,31.37,8.81,44.34,1.15,46.95,27.6,-72.82
Cash from Investing Activity,-0.81,1.32,-1.54,0.04,1.58,-13.77,5.18,3.65,25.13,-9.68,0.0,12.85
Cash from Financing Activity,18.45,14.08,-1.98,21.68,16.74,-12.97,-8.34,-45.31,-14.05,-6.55,-4.93,-1.06
Net Cash Flow,-1.08,2.6,-2.06,5.32,-1.41,4.64,5.65,2.68,12.23,30.72,22.67,-61.03
