,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,20.86,23.56,45.22,16.06,35.98,32.43,34.87,21.24,35.01,45.1,41.93,60.06,56.22
Expenses,19.36,22.74,42.73,15.6,34.57,31.36,32.83,20.39,34.52,43.39,39.21,56.59,50.08
Operating Profit,1.5,0.82,2.49,0.46,1.41,1.07,2.04,0.85,0.49,1.71,2.72,3.47,6.14
OPM %,7.19,3.48,5.51,2.86,3.92,3.3,5.85,4.0,1.4,3.79,6.49,5.78,10.92
Other Income,0.03,0.03,1.2,0.12,0.14,0.12,0.17,0.73,0.13,0.18,0.18,0.21,0.4
Interest,0.16,0.16,0.25,0.12,0.16,0.17,0.23,0.27,0.23,0.21,0.11,0.35,0.3
Depreciation,0.2,0.19,0.17,0.18,0.18,0.18,0.18,0.2,0.2,0.2,0.2,0.21,0.21
Profit before tax,1.17,0.5,3.27,0.28,1.21,0.84,1.8,1.11,0.19,1.48,2.59,3.12,6.03
Tax %,25.64,26.0,25.08,28.57,27.27,26.19,26.67,26.13,31.58,25.0,25.87,25.96,34.66
Net Profit,0.88,0.37,2.45,0.2,0.88,0.61,1.33,0.82,0.13,1.12,1.92,2.31,3.93
EPS in Rs,1.73,0.73,4.83,0.39,1.73,1.2,2.62,1.62,0.26,2.21,3.78,4.55,7.74
